u,g,r,i,z,redshift,class
20.98318,18.27206,16.87006,16.35946,16.19445,0.2066676,0
21.92613,21.17967,20.54087,20.58287,20.25908,1.035244,1
20.45831,20.41444,20.08937,20.06632,20.43077,1.108031,1
21.75591,20.14627,19.53455,19.28654,19.07536,-0.0005478996,2
25.61247,21.49633,19.86111,19.0497,18.70797,0.4160948,0
21.68717,18.75205,17.37915,16.87476,16.54201,0.1760007,0
20.58945,19.08663,18.24193,17.82897,17.4983,0.1375973,0
24.72355,20.61712,18.77717,18.0829,17.61508,0.3697492,0
19.71857,19.57334,19.33963,19.30501,19.38907,1.089834,1
22.78622,22.57279,20.95859,20.01882,19.34849,0.6323496,0
25.1427,23.509,21.78374,20.47938,19.80522,7.011245,1
21.62875,22.01602,21.64523,21.42995,21.04649,1.290718,1
21.21021,21.15357,21.12229,20.87975,20.71724,1.752831,1
22.70918,20.89282,19.07305,18.45805,18.0792,0.3394319,0
19.71061,18.24273,17.34048,16.82694,16.54408,0.1176457,0
25.6375,22.85168,20.90151,19.64636,19.0364,0.6233575,0
21.71171,20.73584,20.35988,20.13138,20.12236,-0.0001124181,2
21.74109,21.37925,21.05829,21.02663,21.03187,-0.0007447146,2
20.51124,18.49794,17.62824,17.28049,17.05364,-4.346493e-05,2
17.14274,17.46862,17.98959,18.36085,18.66816,1.527115e-05,2
21.76616,20.91695,20.95384,21.03802,20.73672,2.420701,1
23.26881,21.95542,20.59041,19.80553,19.30151,0.4892575,0
21.5676,20.93112,20.70232,20.81864,20.59332,-0.0004890046,2
21.25187,19.30786,17.98143,17.43227,17.02573,0.1807424,0
21.74739,21.02515,20.34429,20.06534,19.81108,0.6601924,1
18.62048,17.08566,16.4963,16.30961,16.2151,-0.0001251843,2
22.48611,21.32145,20.76805,20.57961,20.46393,1.311793,1
22.78085,23.44253,22.28112,21.86006,21.90212,1.089242,0
23.20083,20.81524,20.2102,19.89408,19.65056,3.230598,1
20.2762,20.28556,20.5816,20.76286,20.98945,-0.0003504064,2
20.64959,19.23835,18.73437,18.5139,18.43405,0.0001997189,2
18.81764,19.00441,19.43823,19.69151,19.59744,-0.0003479167,2
21.36089,21.42763,21.2923,20.95936,20.78105,1.58314,1
24.87355,21.79672,21.05933,20.71598,20.5405,8.661189e-05,2
26.29958,21.71804,20.02633,19.15745,18.81467,0.4919501,0
19.95181,19.5349,19.33933,19.26045,19.2511,1.399054,1
22.64048,21.40555,20.77032,20.17109,19.99582,1.645148,1
17.95988,16.66541,15.90896,15.3357,15.06207,0.1057976,1
18.8098,17.74616,17.36374,17.06598,16.92635,0.08289783,0
19.19552,17.35765,16.4588,16.05929,15.74533,0.08730323,0
25.60439,22.10399,20.52847,19.64169,19.10666,0.4795507,0
21.47893,21.35226,21.14637,21.07135,20.82754,2.00962,1
18.84724,17.9925,17.58609,17.21618,17.14507,0.09462468,0
21.8569,19.89029,19.20243,18.89394,18.77567,1.269083e-06,2
19.32285,17.98376,17.38659,17.16066,17.08245,-7.819502e-06,2
22.02612,20.35629,19.23975,19.221,18.57223,-0.0002666446,2
24.27775,21.97415,20.88643,19.92639,19.4153,1.845444,1
20.587,19.71812,19.59208,19.54464,19.33127,2.524947,1
23.01262,20.46522,19.37003,19.22469,19.16371,3.510296,1
23.5149,22.25515,20.51866,19.58512,19.1957,0.5161319,0
22.3313,19.75003,18.09089,17.53165,17.22335,0.297831,0
23.80786,20.8855,19.21932,18.59993,18.12826,0.3151465,0
26.38778,23.07513,22.00817,20.55283,19.74371,0.9098697,0
22.30274,22.47423,20.82065,19.78585,19.39665,0.5489897,0
20.11372,18.13881,17.22274,16.81001,16.49316,0.0844541,0
18.73691,17.71581,17.35007,17.1951,17.12573,3.825104e-05,2
24.45957,21.72272,19.99459,19.20321,18.58451,0.4354396,0
21.24015,21.19023,21.0119,21.00043,20.53736,0.9971383,1
20.3121,18.80915,18.23162,18.03207,17.97727,-0.0001624844,2
24.17061,22.57693,20.77272,19.76397,19.51136,0.5006623,1
21.81046,21.9656,20.20342,19.3392,18.76116,0.5119621,0
24.25486,21.78411,20.23169,19.15239,18.62565,0.62995,0
25.09665,24.00518,20.94366,19.54706,18.95475,0.7496449,0
22.24604,22.53893,22.11649,21.65683,21.67386,1.513255,1
22.1048,21.43784,21.23156,21.14493,21.02078,0.001720487,2
23.02519,23.79263,21.14221,19.84433,19.55264,0.6672446,0
19.74535,17.61654,16.50341,16.03766,15.65972,0.1425345,0
24.03276,21.43322,19.60114,18.67427,18.20674,0.4997742,0
25.62378,21.50666,21.31978,20.94243,21.03649,3.202472,1
20.55638,18.0359,16.8247,16.35359,16.09588,-0.0001309877,2
24.31149,21.9931,20.58364,19.76995,19.39575,0.4716587,0
25.57065,22.61413,22.84447,21.65835,20.39879,0.8665667,0
20.79888,20.72252,20.64947,20.49218,20.83191,1.532146,1
20.83325,20.45577,20.04081,19.5544,19.31898,1.873253,1
24.16922,22.1945,21.2059,20.15585,19.64489,0.7340899,0
20.6769,18.90215,17.82121,17.35086,16.98526,0.1460305,0
19.3614,18.12713,18.0872,18.0209,18.00938,-0.0004102961,2
18.16903,17.28463,17.02877,16.95145,16.90684,3.310226e-05,2
20.86942,20.79024,20.78406,20.44592,20.30641,1.831594,1
21.74611,21.07815,20.94551,20.84361,20.60691,2.29554,1
20.34322,19.63627,19.51907,19.53787,19.38632,2.426365,1
22.28171,20.87358,20.57265,20.4615,20.32512,0.0002565735,2
18.069,16.75854,16.21026,16.0003,15.90502,-0.0003320909,2
20.91182,19.39096,18.82316,18.54251,18.35674,-0.0005853715,2
21.288,21.17403,21.13218,20.72874,20.3313,2.071683,1
22.96127,22.35353,20.89895,20.09219,19.97839,0.5966375,0
25.02197,22.57818,20.68352,19.54052,18.79503,0.6022173,0
22.72939,21.90251,21.31577,21.14244,23.33708,0.7267298,0
19.57654,18.63622,18.33477,18.22783,18.23064,-0.0007126159,2
22.52576,21.52223,21.70284,21.55021,21.21287,2.503821,1
20.88205,18.89761,17.85288,17.42653,17.13474,0.1359537,0
20.73761,20.28133,20.14508,20.19903,19.86207,2.577257,1
24.68788,22.64299,21.42652,20.07009,19.35334,-0.0003885521,2
22.99774,20.46002,19.3319,18.90225,18.62771,-0.0001684119,2
20.84072,19.36119,18.0069,17.43608,17.06182,0.2368448,0
23.0518,21.77746,20.42794,19.87,19.46684,0.2807831,0
22.40646,22.19466,21.36908,20.45064,20.34781,0.7788246,0
21.28522,20.14129,19.45082,19.00243,18.66881,0.1429144,0
23.21548,21.40856,20.31915,19.52383,19.06131,0.5513611,0
21.4499,21.32171,21.36705,21.29996,21.31094,2.033534,1
20.58632,20.50407,20.5563,20.28467,20.0959,1.683738,1
18.38641,17.04783,16.49422,16.29245,16.19151,-0.0005182955,2
19.23197,19.22144,19.09593,19.04792,19.2104,1.270778,1
20.40679,19.58167,19.38543,19.44471,19.22592,2.653604,1
20.64907,20.31382,20.30586,20.08884,19.8537,1.552743,1
19.02311,18.69366,18.55537,18.38383,18.41678,1.450302,1
21.76856,19.43514,18.01784,17.41643,17.18571,0.2007554,0
20.77884,19.86734,19.579,19.5151,19.65039,-7.464738e-05,2
21.77728,21.02331,20.86725,20.89503,20.54174,2.447976,1
20.26008,20.14974,19.92437,20.04194,20.20288,1.035094,1
19.98058,17.62322,16.66502,16.34301,16.15382,-8.88028e-05,2
19.76045,17.62533,16.7461,16.45522,16.29924,3.296543e-05,2
22.85675,22.36868,22.36792,22.13307,21.59567,-0.0001754568,2
25.51195,21.96809,21.64926,21.65152,21.26347,-0.0005077625,2
20.97586,20.46862,19.98824,19.69738,19.63071,1.450979,1
23.75072,22.36562,20.55705,19.4439,18.80354,0.6154441,0
24.61826,21.57999,21.12365,21.03225,21.46655,-0.001284164,2
22.66134,21.85299,21.64023,21.54913,21.12175,0.7599329,1
24.16671,23.30081,22.79452,22.58466,22.12848,0.7035394,1
23.44203,22.5324,21.96659,21.74031,21.56186,1.180972,0
22.99131,22.57071,21.93563,21.63642,21.2537,0.9332527,0
20.1786,20.20251,19.6573,19.60413,19.62505,1.346601,1
21.56746,21.33858,20.80695,20.63522,20.4795,1.24195,1
21.02822,19.19544,18.47959,18.15178,18.03431,-2.523254e-05,2
22.04343,21.47576,21.0112,20.88795,20.39338,-0.0006945083,2
21.76149,21.42769,21.06092,20.93052,20.75982,0.9139908,1
21.96465,21.57433,21.22496,21.10904,20.79267,0.9324579,1
21.41351,20.9444,20.4096,20.39685,19.99037,1.064633,1
24.05834,21.0865,20.53995,20.15172,20.05574,-0.0007457082,2
23.07019,22.92898,22.45525,21.84309,22.17559,1.900891,1
26.18672,22.27274,21.09935,19.80419,19.3885,0.6123112,0
22.53804,21.9621,21.72827,21.74751,21.07951,0.0002255757,2
25.81064,23.75469,21.78853,20.66794,19.93148,0.5954541,0
20.20942,18.37731,17.57011,17.24191,17.01555,-0.0003600367,2
20.82487,20.51541,20.35548,20.29438,20.16356,0.7176024,1
17.40492,17.11467,16.90053,16.85535,16.67337,0.918483,1
19.66765,19.40197,19.24682,18.96712,18.98439,1.574265,1
19.22637,17.9187,16.91472,16.45616,16.06342,0.1934696,0
22.06528,21.80095,22.0076,21.64748,22.69693,1.717312,1
18.68738,16.76922,15.76059,15.44958,14.82846,0.08584423,0
22.05593,20.28106,19.91454,19.78774,19.66917,2.784093,1
20.87193,20.81083,20.56798,20.43592,20.40816,1.313307,1
19.68777,19.72619,19.75663,19.45578,19.36277,1.925018,1
25.95373,23.44543,22.11667,20.66725,19.74395,0.8299931,0
25.03365,22.248,20.42822,19.46074,19.0331,0.5172345,0
20.77474,18.68306,17.58265,17.11189,16.75731,0.1359696,0
24.04972,21.1595,20.69425,20.59805,20.59082,2.936482,1
20.82716,20.63768,20.3471,20.14244,20.43031,1.069181,1
19.94902,18.64748,18.61731,18.66516,18.72727,-0.0003236559,2
22.57696,22.28352,21.9113,21.67833,21.41657,1.181425,1
22.49231,22.12374,21.77118,21.54987,21.34679,1.044286,1
25.63778,20.44798,18.78041,18.18237,17.78879,0.2992827,0
22.8992,21.91605,22.01343,22.00732,22.25027,-7.578109e-05,2
19.25256,18.16906,17.73969,17.58883,17.51695,-8.422747e-05,2
22.32428,21.76179,21.50454,21.85935,21.8895,2.606496,1
23.17266,21.93683,21.45956,21.50835,20.94806,1.298515,1
21.65739,21.61646,21.21181,21.34794,21.15995,1.082115,1
21.3946,21.15007,20.88423,20.82344,20.63454,1.276143,1
20.38312,18.36243,17.42275,16.99359,16.66447,0.08900956,0
20.77399,20.08985,19.92768,19.91263,19.84373,2.828073,1
22.55969,23.10087,21.91106,20.61265,19.57201,0.5137966,0
18.77584,17.38995,16.82907,16.61862,16.55213,-2.573858e-05,2
26.01191,22.34056,20.45926,19.34198,18.76714,0.6178036,0
18.52474,17.22524,16.61187,16.25112,16.01357,0.05799811,0
20.10623,20.10771,19.92759,19.92361,20.18726,1.249252,1
20.49443,19.86901,19.54636,19.50584,19.27318,0.7346216,1
22.77442,21.48406,19.56868,19.03816,18.76366,0.344412,0
20.83661,18.39306,17.08744,16.53875,16.22466,9.646245e-06,2
23.95571,23.01175,21.81657,20.29527,19.70302,0.7410728,0
18.91147,18.01101,17.75978,17.52096,17.44464,0.06275052,0
19.63506,18.29527,17.72273,17.37385,17.22123,0.07782585,0
22.43176,21.55908,21.55116,21.41944,21.03309,2.52356,1
23.91665,24.98893,23.00229,21.07922,20.26133,0.7160752,0
22.04368,21.48318,21.12658,20.92569,20.99867,-1.057836e-05,2
23.69371,23.40918,20.77202,19.66472,18.98178,0.6308792,0
23.14164,24.74827,21.72079,20.35238,19.71314,5.136558,1
22.60937,22.04839,21.96913,21.53711,21.76632,1.231633,1
23.20959,21.60903,21.12749,20.88696,20.86257,-0.0004340501,2
20.33216,20.19726,20.16989,19.88385,19.97176,1.774632,1
22.85582,21.91679,21.93769,21.73901,21.53425,2.291459,1
20.9617,20.785,20.58433,20.37003,20.36673,1.440864,1
25.45914,21.21747,20.42406,20.17736,19.79671,-0.0001932648,2
17.86682,16.08553,15.3535,15.07917,14.95774,-2.67803e-05,2
24.5532,22.39581,21.74957,21.23037,20.86826,1.704532,1
23.85753,23.81659,22.67612,21.28446,20.32045,-0.0002391027,2
25.05545,23.225,21.9267,20.37062,19.28787,-9.712014e-05,2
17.48407,16.00814,15.2558,14.83439,14.55422,0.0876992,0
22.50768,21.18441,21.2586,21.41006,21.08934,-0.0003989445,2
18.66318,17.67331,17.38046,17.28018,17.28839,-1.848937e-05,2
20.64649,18.1386,17.08214,16.70699,16.50428,0.00013785,2
21.41113,20.96559,20.72648,20.70842,20.22328,2.201678,1
17.34957,16.32336,15.84889,15.69986,15.65203,-0.0001939724,2
20.49834,18.59483,17.55558,17.08741,16.71823,0.132088,0
24.11301,22.25772,20.49256,19.42224,19.036,0.5230797,0
22.17139,21.7852,19.80309,19.04046,18.53417,0.4375141,0
20.83835,19.77998,19.76718,19.62163,19.22513,2.386823,1
20.35294,19.17397,18.72926,18.54157,18.47025,0.0002114706,2
16.53671,16.44774,16.47947,16.57965,16.17858,0.365164,1
21.3111,21.41136,21.4381,21.15615,20.89632,0.8293641,0
21.12951,20.81936,21.05441,21.34826,20.88061,9.50172e-05,2
19.18415,17.97439,17.48786,17.28456,17.23257,-0.0006751047,2
18.77341,18.63652,18.46248,18.4184,18.31133,1.442269,1
21.23058,21.31549,21.63951,22.03651,23.11275,3.091835e-05,2
22.37576,21.35778,20.75006,20.61856,20.70698,0.0002989708,2
22.80711,21.70757,19.96319,18.78877,18.41957,-0.0002675283,2
22.49394,21.3118,20.96561,20.5888,20.30764,2.226027,1
20.84066,19.40304,18.59109,18.06066,17.80219,0.1310016,0
23.38203,23.76212,21.62053,20.45341,19.63854,0.5940265,0
21.3936,21.26497,19.3773,18.75478,18.36087,0.4466876,0
20.81708,20.47686,20.42259,20.31021,20.23619,0.6686782,1
19.51083,19.2457,19.29613,19.08048,19.09261,0.4909399,1
25.13215,21.38775,20.83602,20.67327,20.48266,3.193797,1
23.04032,21.01765,20.60793,19.78449,19.28394,1.172536e-05,2
20.52078,18.97239,18.38138,18.15856,18.06471,3.822606e-05,2
24.03453,22.23774,20.33128,19.4828,19.16111,0.534005,0
19.52039,18.25237,17.57449,17.19266,16.93035,0.08126657,0
25.92591,22.62695,20.79285,18.36759,17.03275,-0.0002849744,2
21.7997,21.72024,21.58083,21.31789,21.27443,1.876882,1
22.5832,23.25838,22.05707,21.34846,21.40365,0.7747335,0
23.28784,23.31471,20.87547,19.65961,19.23219,0.6064934,0
23.14144,22.62346,21.42686,20.02741,19.33081,0.6737015,0
26.32517,21.12392,19.27766,18.48976,18.02875,0.4371175,0
20.73686,19.27131,18.62301,18.37932,18.28623,0.000249106,2
20.77985,20.15291,20.03785,20.007,20.16352,-0.0001147446,2
22.14999,21.568,21.24269,20.72726,20.39402,2.138616,1
22.00344,21.19212,20.84243,20.80835,20.88549,2.958606,1
24.51997,23.01623,23.40568,22.35406,22.91117,0.1592897,1
21.97098,21.39895,20.85722,20.64212,20.52986,-5.905766e-05,2
18.63086,17.66878,17.41156,17.28826,17.27193,0.0003757848,2
21.20306,20.95332,20.65508,20.49969,20.15749,0.9298474,1
22.30434,21.84081,21.71433,21.72909,22.38621,-0.0004296805,2
21.58683,20.77835,20.66006,20.3959,20.61589,-0.0004072269,2
19.44066,19.18855,18.88259,18.66925,18.36286,0.4049551,1
20.39209,18.29126,16.8663,16.34253,15.94655,0.2040616,0
21.7044,21.11961,19.37356,18.5492,18.15365,0.4326915,0
20.51922,17.79796,16.37923,15.5619,15.12349,-2.438652e-05,2
17.96908,16.21335,15.56505,15.37587,15.31687,-5.603662e-05,2
22.58092,23.97372,22.78283,21.40456,19.4209,0.001484631,2
17.81949,16.72881,16.57971,16.54235,16.55298,0.0003107528,2
20.682,19.16001,18.60035,18.37755,18.22029,-0.0005811296,2
20.13356,20.19886,20.17039,19.98997,19.75992,1.957502,1
22.13933,21.36345,21.41241,21.27486,21.76692,0.02565475,0
20.39246,18.46699,17.32549,16.76029,16.33274,0.139245,0
18.80211,16.75706,15.6664,15.20351,14.80488,0.1152619,0
18.8394,18.34307,18.25787,18.45905,18.44499,0.0228094,0
24.55839,21.36366,19.60465,18.93748,18.71397,0.3031134,0
21.3139,21.24019,21.0473,20.88849,21.51609,1.459707,1
22.26521,21.77352,21.86804,21.6568,22.16179,2.393766,1
19.68553,18.0771,17.52343,17.31437,17.19737,-0.0001047576,2
20.23288,20.01233,20.02808,19.71066,19.77066,1.678631,1
18.7779,17.71017,17.23693,17.03404,16.95549,-0.0004329015,2
19.92694,18.69087,18.56195,18.54851,18.54291,-5.383714e-05,2
22.10815,21.56034,19.75507,18.88544,18.46829,0.4959933,0
18.53949,17.60236,17.30653,17.18423,17.17712,-0.0005392096,2
21.9757,21.60323,21.44279,21.389,21.18518,2.252954,1
24.14594,20.9023,19.1197,18.43965,18.02477,0.3007844,0
17.90549,16.23338,15.57305,15.30828,15.18666,-0.0001361982,2
21.54935,21.34415,21.22298,20.95156,20.79059,1.890692,1
19.26289,19.57409,19.22596,19.18299,19.21401,1.28142,1
23.80474,22.85631,20.93287,19.89559,19.35862,0.5096965,0
24.69336,21.22824,20.24962,19.2194,18.74139,0.5623455,0
20.92187,20.32347,20.1701,20.11787,19.70349,2.187014,1
25.03484,24.02994,22.46768,20.95358,19.7288,-0.0003937712,2
23.79384,22.41447,22.38409,21.74895,21.41467,0.8060138,1
20.24486,19.97911,19.49636,19.01106,19.00073,0.2060784,1
18.28314,16.34298,15.66571,15.46066,15.36258,-4.991984e-05,2
17.85204,16.9727,16.64778,16.51674,16.46523,-5.595383e-05,2
17.81814,16.38048,15.91148,15.74988,15.68523,-2.865118e-05,2
22.87374,22.03291,20.28327,19.37309,18.96086,0.4892881,0
19.97794,18.03171,16.89986,16.38181,15.99104,0.1169481,0
18.98964,17.3663,16.73316,16.4667,16.32438,0.0002997639,2
24.00018,23.30927,22.00383,20.69905,20.0311,0.6572677,0
22.61936,21.69587,20.41608,19.5013,18.91962,0.413997,0
22.95815,21.68867,20.55164,19.58333,19.18416,0.705182,0
21.93149,21.47985,21.7385,21.44706,22.19222,2.018019,1
22.65123,20.54867,19.06739,18.36726,17.89635,-0.0001049516,2
23.33288,21.19759,20.94564,21.20681,20.67167,3.145461,1
23.31225,21.86383,20.94049,20.89132,20.74033,0.2949311,1
21.28874,21.20208,20.89521,20.66554,20.64318,1.506217,1
25.66719,22.8425,21.35308,18.9148,17.44238,-0.0001497798,2
19.55272,19.11287,19.02258,18.76605,18.67806,0.5602362,1
19.52393,18.54975,18.2311,18.08734,18.07585,-0.0005325382,2
17.03117,15.64179,15.1148,14.90706,14.82792,-5.179922e-05,2
20.41367,18.40838,17.34486,16.82516,16.46095,0.08634449,0
20.53135,20.54674,20.5093,20.26725,20.10078,1.784896,1
18.70697,17.77187,17.49082,17.42974,17.39066,0.0006504379,2
22.22889,21.71424,21.57372,21.44629,21.15649,2.236641,1
19.45086,18.35778,17.9943,17.85926,17.85062,8.974385e-05,2
22.55157,21.34945,20.80188,20.74754,20.4585,-0.0002452219,2
19.17393,18.15835,17.79276,17.66786,17.64335,-4.631756e-05,2
19.50746,19.43547,19.32386,19.24498,19.25666,1.445908,1
22.03339,21.80531,21.5775,21.53036,20.94755,1.395578,1
22.63774,21.35762,20.61673,20.4689,20.3593,-0.0001406975,2
17.77916,16.86181,16.6019,16.49295,16.45273,-0.0002353907,2
20.24159,20.17513,20.10384,19.87208,19.61699,1.940271,1
22.44228,21.85746,21.72923,21.80132,21.34612,-0.0001062208,2
22.14466,22.85021,21.40608,20.28982,19.61745,1.525533,1
18.80411,18.07604,17.28957,16.84379,16.61125,0.1472392,1
19.37405,18.44452,17.77497,17.37957,17.22748,0.2132928,0
22.21858,21.78756,20.82896,20.16381,19.7984,0.665457,1
23.15066,21.57536,20.05969,19.26397,18.60874,0.5578972,0
19.85854,19.7982,19.51637,19.49653,19.58831,1.143746,1
21.75529,20.92131,20.88289,20.94469,20.79249,-0.0002819284,2
19.06516,18.16283,17.83873,17.7318,17.72355,-0.000535994,2
24.0184,24.42569,23.71099,20.17962,18.44957,-6.873244e-05,2
22.71389,22.35939,20.86809,19.85398,19.48875,0.5908403,0
16.5015,15.3174,15.27482,15.31468,15.39628,5.972579e-05,2
20.88449,20.34979,20.3728,20.29953,19.85969,2.214568,1
26.65548,23.34276,22.19798,20.7295,19.82044,0.9323685,1
17.99121,16.68479,16.15915,15.88756,15.71922,0.03177469,0
23.58037,22.21642,20.84667,20.01614,19.43897,-0.0001006728,2
24.5602,22.75366,21.26677,19.9337,18.82208,-0.0002814263,2
19.64889,18.81574,18.59185,18.49583,18.4584,-0.0003524041,2
23.14246,22.37284,20.93057,19.92269,19.4924,0.5466048,0
24.07012,23.04495,22.59568,21.53609,21.01044,0.9161164,0
25.45554,21.14486,20.30925,19.94388,19.5609,-0.0001921221,2
22.51974,22.29373,21.06404,20.28301,20.07726,0.2415461,0
23.10553,22.90297,21.19117,19.91851,19.57114,0.6280466,0
18.00898,17.10366,16.84345,16.62194,16.47657,0.03975488,0
24.58133,23.17917,21.52304,20.12439,19.56942,0.6869109,0
21.78733,21.59172,21.4969,21.20082,20.88578,1.823429,1
23.64447,21.84365,20.34588,19.34571,19.02896,0.4778279,0
20.48198,20.14926,20.0659,19.84251,19.92363,1.638077,1
20.14679,18.40755,17.16895,16.6036,16.19895,0.2198096,0
22.46094,22.10769,21.91765,21.63806,21.47866,1.499517,1
22.27075,22.0739,21.8717,21.74692,21.31946,1.628261,1
20.65627,20.53166,19.9575,19.81105,19.71081,1.359935,1
25.22202,22.28079,20.95643,19.75679,19.2324,0.6735089,0
22.17791,19.89497,18.47225,17.76155,17.31431,-0.000107915,2
22.38836,19.97488,18.58152,17.72239,17.22317,9.400327e-05,2
21.65272,20.95674,20.91884,20.87061,20.50961,2.595352,1
25.29422,21.75078,19.88671,18.99145,18.45341,0.4795529,0
19.92031,17.83273,16.76697,16.31821,15.94161,0.1249499,0
18.81307,17.76144,17.28088,16.92813,16.7431,0.1028006,0
19.52829,17.9597,17.10036,16.71775,16.40894,0.125748,0
22.47191,21.67468,21.23417,21.19247,21.1655,1.541864,1
21.10412,20.99253,20.99762,20.56056,20.12593,9.769933e-05,2
21.02447,20.99993,20.6536,20.7343,20.39494,0.9577294,1
19.15501,18.9652,18.86289,18.645,18.66203,1.531567,1
21.69684,21.35372,21.42167,21.13105,21.10955,1.814124,1
21.43186,20.69432,20.79044,20.65877,20.23313,2.355823,1
23.02804,22.09475,20.49164,19.54934,19.23014,0.5589112,0
23.17429,21.90196,20.08714,19.22866,18.76545,0.4662028,0
21.91466,21.25255,21.03679,21.1258,21.08823,2.617796,1
22.4846,21.40104,21.5031,21.14148,21.07617,2.752258,1
21.54601,21.57789,21.43072,21.39181,21.53797,1.38889,1
23.19955,21.83616,20.22979,19.34646,18.68618,0.4775985,0
21.21724,18.3917,17.27674,16.82599,16.56316,-2.591257e-05,2
22.70656,21.30222,19.82641,18.9962,18.45059,1.779832e-05,2
19.49623,18.6228,18.0115,17.75969,17.56725,0.256485,0
18.98266,17.29712,16.41946,15.96931,15.62483,0.07923483,0
18.73491,18.22797,18.06293,18.03179,18.0809,1.018395e-06,2
24.28434,22.26526,21.04088,20.00676,19.5452,0.6369866,0
20.21724,18.1097,16.91652,16.15908,15.6105,7.968913e-05,2
22.35955,20.16151,18.55755,17.97276,17.58095,0.2634244,0
21.41834,21.40763,21.34545,21.24946,20.88202,2.031468,1
22.25639,20.70727,20.35802,20.03625,19.92731,3.064256,1
24.51922,22.4113,22.00543,21.98122,21.91482,2.057357,1
23.45128,22.1535,22.00782,22.06428,22.52568,0.6103747,0
24.63465,19.93812,18.90769,18.42193,18.55325,-0.0001215415,2
20.93351,20.42381,20.2746,20.32759,20.11304,2.57963,1
19.73893,18.82659,18.55152,18.46425,18.41443,0.001091577,2
19.78761,18.48562,18.23687,18.12727,18.18071,0.0005530666,2
23.76901,22.47288,21.07128,20.10546,19.81989,-2.850829e-05,2
22.22985,21.291,21.1888,21.11613,21.0946,2.513113,1
20.48676,20.41696,20.09576,20.14363,19.9381,1.011728,1
21.57165,18.84394,17.5429,16.97498,16.57787,0.1563047,0
23.10509,21.20046,19.5346,18.72846,18.22643,0.4911418,0
18.97042,17.60048,16.88147,16.45545,16.13567,0.08553358,0
23.87631,24.2483,24.71297,23.80021,19.52147,-0.0005732234,2
22.37072,20.19047,18.70846,18.03569,17.62756,0.2203652,0
20.079,19.44988,19.01015,18.56673,18.39782,1.653871,1
18.74122,17.8458,17.52904,17.42382,17.38467,0.0005589658,2
20.17867,18.76922,17.79146,17.35017,17.06029,0.1783255,0
19.53543,18.36619,17.85365,17.58151,17.40755,0.02569845,0
18.78618,18.6544,18.58721,18.33066,18.30852,1.737997,1
22.47728,21.77347,20.39849,19.41508,19.07658,0.535036,0
21.03165,20.85295,20.72843,20.50305,20.77716,1.585011,1
24.1493,22.30326,21.52573,20.46301,21.12045,-0.0002321706,2
22.30832,20.6085,19.95683,19.39427,19.18186,0.533631,1
22.88749,20.96782,19.70529,19.13269,18.8684,0.3167006,0
22.22201,20.91387,20.48312,20.32627,20.25316,-0.0005641565,2
20.33648,20.19044,19.56856,19.5399,19.65549,1.354069,1
20.53492,18.17028,17.08438,16.68667,16.45484,0.0001230059,2
18.70387,17.71171,17.33304,17.20051,17.18034,0.0006028302,2
24.17867,21.50669,20.8942,20.67737,20.45596,-0.0007158242,2
21.84147,20.49802,19.87717,19.62085,19.55208,-0.0003337433,2
19.90084,19.67739,19.61696,19.40475,19.31001,2.00265,1
19.77671,18.1903,17.3382,16.87978,16.50642,0.04261801,0
20.31265,18.61058,17.63468,17.17036,16.86735,0.1371541,0
26.01832,21.74124,20.27247,19.42412,18.98871,0.4681856,0
20.59617,20.58468,20.45927,20.3144,20.4811,1.50687,1
22.75572,22.21168,21.83057,21.18632,20.94864,0.8840212,0
19.80697,19.57419,19.36063,19.42347,19.49843,1.014386,1
25.47964,22.0154,20.53055,19.54055,19.19335,0.4712153,0
21.74524,21.67676,21.56186,21.22762,21.56455,1.476954,1
19.0188,18.12335,17.82499,17.72064,17.70117,-3.032761e-05,2
20.73123,19.98966,19.81605,19.77407,19.39585,2.419349,1
23.56721,21.13437,20.83145,20.90969,21.72792,3.311826,1
25.12839,23.35061,21.70535,20.46643,19.80259,0.6116146,0
18.23575,18.55835,19.05185,19.39807,19.62433,-0.0005762826,2
26.3439,23.52146,21.12003,19.74247,19.31295,0.6265787,0
23.52513,20.90227,19.2035,18.51953,18.08736,0.3305937,0
19.3272,17.79177,16.98846,16.59237,16.26418,0.05064636,0
19.63101,18.39311,17.87796,17.55927,17.33929,0.05231712,0
20.51801,19.25144,18.604,18.14719,18.25613,0.1769413,0
19.18465,18.97657,18.55878,18.28294,18.058,0.2497134,1
24.47876,23.41393,22.27493,20.17978,18.98832,-0.0002051578,2
23.0721,20.71449,18.98807,18.33354,17.87388,0.3099017,0
23.30726,22.26393,20.3633,19.35025,18.91471,0.576409,0
21.43252,20.84408,20.6116,20.61769,20.46095,-0.0005201554,2
22.29326,19.49745,17.95714,17.40155,17.05824,0.2920768,0
21.00361,19.05792,17.74926,17.19983,16.82181,0.1938808,0
21.60844,21.7043,21.70819,21.54371,21.36262,1.825329,1
22.40722,21.62929,22.04185,21.92877,20.54559,1.048392,1
21.04073,21.30842,20.84789,20.92005,20.845,1.311053,1
23.35345,24.23892,22.26739,21.04452,19.95267,1.040552,1
22.03369,20.09604,18.5948,17.95366,17.53178,0.2398293,0
21.8226,22.25829,21.82108,20.5892,19.84234,0.780856,0
20.63733,20.47448,20.14564,20.00028,19.92811,1.171116,1
21.26042,20.84493,20.17085,19.34447,18.84376,0.6884726,0
